Movie_ID,Series_Title,Genre,Overview,Director,Stars
254,Trainspotting,drama,renton deepli immers edinburgh drug scene tri clean despit allur drug influenc friend,danni boyl,ewan mcgregor ewen bremner jonni lee miller kevin mckidd
255,Fargo,crime drama thriller,jerri lundegaard inept crime fall apart henchmen bungl persist polic work quit pregnant marg gunderson,joel coen,ethan coen william h maci franc mcdormand steve buscemi
256,Underground,comedi drama war,group serbian socialist prepar war surreal underground fill parti tragedi love hate,emir kusturica,predrag miki manojlov lazar ristovski mirjana jokov slavko stimac
257,La haine,crime drama,hour live young men french suburb day violent riot,mathieu kassovitz,vincent cassel hubert koundé saïd taghmaoui abdel ahm ghili
258,Dilwale Dulhania Le Jayenge,drama romanc,raj meet simran europ isnt love sight simran move india arrang marriag love make presenc felt,aditya chopra,shah rukh khan kajol amrish puri farida jalal
259,Before Sunrise,drama romanc,young man woman meet train europ wind spend even vienna unfortun know probabl night,richard linklat,ethan hawk juli delpi andrea eckert hanno pöschl
260,Trois couleurs: Rouge,drama mysteri romanc,model discov retir judg keen invad peopl privaci,krzysztof kieslowski,irèn jacob jeanloui trintign frédériqu feder jeanpierr lorit
261,Chung Hing sam lam,comedi crime drama,melancholi hong kong policemen fall love mysteri femal underworld figur beauti ether server latenight restaur frequent,karwai wong,brigitt lin takeshi kaneshiro toni chiuwai leung fay wong
262,Jurassic Park,action adventur scifi,pragmat paleontologist visit complet theme park task protect coupl kid power failur caus park clone dinosaur run loos,steven spielberg,sam neill laura dern jeff goldblum richard attenborough
263,In the Name of the Father,biographi crime drama,man coerc confess ira bomb did commit result imprison father english lawyer fight free,jim sheridan,daniel daylewi pete postlethwait alison crosbi philip king
264,Ba wang bie ji,drama music romanc,boy meet opera train school peke result friendship span nearli year endur troublesom time china histori,kaig chen,lesli cheung fengyi zhang gong li ge
265,Dà hóng denglong gaogao guà,drama histori romanc,young woman fourth wife wealthi lord learn live strict rule tension household,yimou zhang,gong li jingwu ma saifei cuifen cao
266,Dead Poets Society,comedi drama,maverick teacher john keat use poetri embolden board school student new height selfexpress,peter weir,robin william robert sean leonard ethan hawk josh charl
267,Stand by Me,adventur drama,death friend writer recount childhood journey friend bodi miss boy,rob reiner,wil wheaton river phoenix corey feldman jerri oconnel
268,Platoon,drama war,chri taylor neophyt recruit vietnam find caught battl will sergeant good evil shrewd examin brutal war dualiti man conflict,oliv stone,charli sheen tom bereng willem dafo keith david
269,"Paris, Texas",drama,travi henderson aimless drifter miss year wander desert reconnect societi life famili,wim wender,harri dean stanton nastassja kinski dean stockwel auror clément
270,Kaze no tani no Naushika,anim adventur fantasi,warrior pacifist princess nausicaä desper struggl prevent war nation destroy die planet,hayao miyazaki,sumi shimamoto mahito tsujimura hisako kyôda gorô naya
271,The Thing,horror mysteri scifi,research team antarctica hunt shapeshift alien assum appear victim,john carpent,kurt russel wilford brimley keith david richard masur
272,Pink Floyd: The Wall,drama fantasi music,confin troubl rock star descend mad midst physic social isol,alan parker,bob geldof christin hargreav jame laurenson eleanor david
273,Fitzcarraldo,adventur drama,stori brian sweeney fitzgerald extrem determin man intend build opera hous middl jungl,werner herzog,klau kinski claudia cardinal josé lewgoy miguel ángel fuent
274,Fanny och Alexander,drama,young swedish children experi comedi tragedi famili ekdahl,ingmar bergman,bertil guve pernilla allwin kristina adolphson börje ahlstedt
275,Blade Runner,action scifi thriller,blade runner pursu termin replic stole ship space return earth creator,ridley scott,harrison ford rutger hauer sean young edward jame olmo
276,The Elephant Man,biographi drama,victorian surgeon rescu heavili disfigur man mistreat scrape live sideshow freak monstrou façad reveal person kind intellig sophist,david lynch,anthoni hopkin john hurt ann bancroft john gielgud
277,Life of Brian,comedi,born origin christma stabl door jesu christ brian nazareth spend life mistaken messiah,terri jone,graham chapman john clees michael palin terri gilliam
278,The Deer Hunter,drama war,indepth examin way vietnam war impact disrupt live peopl small industri town pennsylvania,michael cimino,robert niro christoph walken john cazal john savag
279,Rocky,drama sport,smalltim boxer get suprem rare chanc fight heavyweight champion bout strive distanc selfrespect,john g avildsen,sylvest stallon talia shire burt young carl weather
280,Network,drama,televis network cynic exploit derang anchor rave revel news media profit,sidney lumet,fay dunaway william holden peter finch robert duval
281,Barry Lyndon,adventur drama histori,irish rogu win heart rich widow assum dead husband aristocrat posit thcenturi england,stanley kubrick,ryan oneal marisa berenson patrick mage hardi krüger
282,Zerkalo,biographi drama,die man forti rememb past childhood mother war person moment thing tell recent histori russian nation,andrei tarkovski,margarita terekhova filipp yankovskiy ignat daniltsev oleg yankovskiy
283,Chinatown,drama mysteri thriller,privat detect hire expos adulter find caught web deceit corrupt murder,roman polanski,jack nicholson fay dunaway john huston perri lopez
284,Paper Moon,comedi crime drama,great depress man find saddl young girl daughter forg unlik partnership,peter bogdanovich,ryan oneal tatum oneal madelin kahn john hillerman
285,Viskningar och rop,drama,woman die cancer earli twentiethcenturi sweden visit sister longrepress feel sibl rise surfac,ingmar bergman,harriet andersson liv ullmann kari sylwan ingrid thulin
286,Solaris,drama mysteri scifi,psychologist sent station orbit distant planet order discov caus crew insan,andrei tarkovski,natalya bondarchuk donata banioni jüri järvet vladislav dvorzhetskiy
287,Le samouraï,crime drama mysteri,profession hitman jef costello seen wit effort provid alibi drive corner,jeanpierr melvil,alain delon françoi périer nathali delon cathi rosier
288,Cool Hand Luke,crime drama,laid southern man sentenc year rural prison refus conform,stuart rosenberg,paul newman georg kennedi strother martin jd cannon
289,Persona,drama thriller,nurs charg mute actress find persona meld,ingmar bergman,bibi andersson liv ullmann margaretha krook gunnar björnstrand
290,Andrei Rublev,biographi drama histori,life time afflict fifteenthcenturi russian iconograph st andrei rublev,andrei tarkovski,anatoliy solonitsyn ivan lapikov nikolay grinko nikolay sergeev
291,La battaglia di Algeri,drama war,s fear violenc escal peopl algier fight independ french govern,gillo pontecorvo,brahim hadjadj jean martin yacef saadi samia kerbash
292,El ángel exterminador,drama fantasi,guest upperclass dinner parti unabl leav,lui buñuel,silvia pinal jacquelin ander enriqu rambal josé baviera
293,What Ever Happened to Baby Jane?,drama horror thriller,child star torment parapleg sister decay hollywood mansion,robert aldrich,bett davi joan crawford victor buono wesley addi
294,Sanjuro,action comedi crime,crafti samurai help young man fellow clansmen save uncl frame imprison corrupt superintend,akira kurosawa,toshirô mifun tatsuya nakadai keiju kobayashi yûnosuk itô
295,The Man Who Shot Liberty Valance,drama western,senat return western town funer old friend tell stori origin,john ford,jame stewart john wayn vera mile lee marvin
296,Ivanovo detstvo,drama war,ww year old soviet orphan ivan bondarev work soviet armi scout german line strike friendship sympathet soviet offic,andrei tarkovski,eduard abalov nikolay burlyaev valentin zubkov evgeniy zharikov
297,Jungfrukällan,drama,innoc pamper young virgin famili pregnant jealou servant set deliv candl church return event transpir wood way,ingmar bergman,max von sydow birgitta valberg gunnel lindblom birgitta pettersson
298,Inherit the Wind,biographi drama histori,base reallif case great lawyer argu case scienc teacher accus crime teach evolut,stanley kramer,spencer traci fredric march gene kelli dick york
299,Les quatre cents coups,crime drama,young boy left attent delv life petti crime,françoi truffaut,jeanpierr léaud albert rémi clair maurier guy decombl
300,Ben-Hur,adventur drama histori,jewish princ betray sent slaveri roman friend regain freedom come reveng,william wyler,charlton heston jack hawkin stephen boyd haya harareet
301,Kakushi-toride no san-akunin,adventur drama,lure gold greedi peasant unknowingli escort princess gener enemi line,akira kurosawa,toshirô mifun misa uehara minoru chiaki kamatari fujiwara
302,Le notti di Cabiria,drama,waifish prostitut wander street rome look true love find heartbreak,federico fellini,giulietta masina françoi périer franca marzi dorian gray
303,Kumonosu-jô,drama histori,warharden gener eg ambiti wife work fulfil propheci lord spider web castl,akira kurosawa,toshirô mifun minoru chiaki isuzu yamada takashi shimura
304,The Bridge on the River Kwai,adventur drama war,british pow forc build railway bridg river kwai japanes captor know alli forc plan destroy,david lean,william holden alec guin jack hawkin sessu hayakawa
305,On the Waterfront,crime drama thriller,expriz fighter turn longshoreman struggl stand corrupt union boss,elia kazan,marlon brando karl malden lee j cobb rod steiger
306,Le salaire de la peur,adventur drama thriller,decrepit south american villag men hire transport urgent nitroglycerin shipment equip make safe,henrigeorg clouzot,yve montand charl vanel peter van eyck folco lulli
307,Ace in the Hole,drama filmnoir,frustrat bigciti journalist stuck work albuquerqu newspap exploit stori man trap cave rekindl career situat quickli escal outofcontrol circu,billi wilder,kirk dougla jan sterl robert arthur porter hall
308,White Heat,action crime drama,psychopath crimin mother complex make dare break prison lead old gang chemic plant payrol heist,raoul walsh,jame cagney virginia mayo edmond obrien margaret wycherli
309,The Third Man,filmnoir mysteri thriller,pulp novelist holli martin travel shadowi postwar vienna investig mysteri death old friend harri lime,carol reed,orson well joseph cotten alida valli trevor howard
310,The Red Shoes,drama music romanc,young ballet dancer torn man love pursuit prima ballerina,michael powel,emer pressburg anton walbrook mariu gore moira shearer
311,The Shop Around the Corner,comedi drama romanc,employe gift shop bare stand realiz fall love post anonym pen pal,ernst lubitsch,margaret sullavan jame stewart frank morgan joseph schildkraut
312,Rebecca,drama mysteri romanc,selfconsci woman juggl adjust new role aristocrat wife avoid intimid wife spectral presenc,alfr hitchcock,laurenc olivi joan fontain georg sander judith anderson
313,Mr. Smith Goes to Washington,comedi drama,naiv man appoint vacanc unit state senat plan promptli collid polit corrupt doesnt,frank capra,jame stewart jean arthur claud rain edward arnold
314,Gone with the Wind,drama histori romanc,manipul woman roguish man conduct turbul romanc american civil war reconstruct period,victor fleme,georg cukor sam wood clark gabl vivien leigh
315,La Grande Illusion,drama war,wwi french soldier captur imprison german pow camp escap attempt follow eventu sent seemingli inescap fortress,jean renoir,jean gabin dita parlo pierr fresnay erich von stroheim
316,It Happened One Night,comedi romanc,renegad report crazi young heiress meet bu head new york end stuck bu leav stop,frank capra,clark gabl claudett colbert walter connolli rosco karn
317,La passion de Jeanne d'Arc,biographi drama histori,jeann darc place trial charg heresi ecclesiast jurist attempt forc jeann recant claim holi vision,carl theodor dreyer,maria falconetti eugen silvain andré berley mauric schutz
318,The Circus,comedi romanc,tramp find work girl dream circu,charl chaplin,charl chaplin merna kennedi al ernest garcia harri crocker
319,Sunrise: A Song of Two Humans,drama romanc,allegor tale man fight good evil side flesh sophist woman attract wife,fw murnau,georg obrien janet gaynor margaret livingston bodil rose
320,The General,action adventur comedi,union spi steal engin belov locomot pursu singlehandedli straight enemi line,clyde bruckman,buster keaton buster keaton marion mack glen cavend
321,Das Cabinet des Dr. Caligari,fantasi horror mysteri,hypnotist dr caligari use somnambulist cesar commit murder,robert wien,werner krauss conrad veidt friedrich feher lil dagov
322,Badhaai ho,comedi drama,man embarrass find mother pregnant,amit ravindernath sharma,ayushmann khurrana neena gupta gajraj rao sanya malhotra
323,Togo,adventur biographi drama,stori togo sled dog led serum run consid small weak lead intens race,ericson core,willem dafo juliann nicholson christoph heyerdahl richard dormer
324,Airlift,drama histori,iraq invad kuwait august callou indian businessman spokesperson strand countrymen,raja menon,akshay kumar nimrat kaur kumud mishra prakash belawadi
325,Bajrangi Bhaijaan,action adventur comedi,indian man magnanim heart take young mute pakistani girl homeland reunit famili,kabir khan,salman khan harshaali malhotra nawazuddin siddiqui kareena kapoor
326,Baby,action crime thriller,elit counterintellig unit learn plot mastermind maniac madman clock tick track terrorist intern tentacl prevent strike heart india,neeraj pandey,akshay kumar danni denzongpa rana daggubati taapse pannu
327,La La Land,comedi drama music,navig career lo angel pianist actress fall love attempt reconcil aspir futur,damien chazel,ryan gosl emma stone rosemari dewitt jk simmon
328,Lion,biographi drama,fiveyearold indian boy adopt australian coupl get lost hundr kilomet home year later set lost famili,garth davi,dev patel nicol kidman rooney mara sunni pawar
329,The Martian,adventur drama scifi,astronaut strand mar team assum dead reli ingenu way signal earth aliv,ridley scott,matt damon jessica chastain kristen wiig kate mara
330,Zootopia,anim adventur comedi,citi anthropomorph anim rooki bunni cop cynic artist fox work uncov conspiraci,byron howard,rich moor jare bush ginnif goodwin jason bateman
331,Bãhubali: The Beginning,action drama,ancient india adventur dare man involv decadesold feud war peopl,ss rajamouli,prabha rana daggubati ramya krishnan sathyaraj
332,Kaguyahime no monogatari,anim adventur drama,insid shine stalk bamboo old bamboo cutter wife tini girl grow rapidli exquisit young ladi mysteri young princess enthral encount ultim confront fate punish crime,isao takahata,chloë grace moretz jame caan mari steenburgen jame marsden
333,Wonder,drama famili,base new york time bestsel movi tell incred inspir heartwarm stori august pullman boy facial differ enter fifth grade attend mainstream elementari school time,stephen chboski,jacob tremblay owen wilson izabela vidov julia robert
334,Gully Boy,drama music romanc,comingofag stori base live street rapper mumbai,zoya akhtar,vijay varma nakul roshan sahdev ranveer singh vijay raaz
335,Special Chabbis,crime drama thriller,gang conmen rob promin rich businessmen politician pose cbi incom tax offic,neeraj pandey,akshay kumar anupam kher manoj bajpaye jimmi sheirgil
336,Short Term 12,drama,supervis staff member residenti treatment facil navig troubl water world alongsid cowork longtim boyfriend,destin daniel cretton,brie larson frantz turner john gallagh jr kaitlyn dever
337,Serbuan maut 2: Berandal,action crime thriller,short time raid rama goe undercov thug jakarta plan bring syndic uncov corrupt polic forc,gareth evan,iko uwai yayan ruhian arifin putra oka antara
338,The Imitation Game,biographi drama thriller,world war ii english mathemat geniu alan ture tri crack german enigma code help fellow mathematician,morten tyldum,benedict cumberbatch keira knightley matthew good allen leech
339,Guardians of the Galaxy,action adventur comedi,group intergalact crimin pull stop fanat warrior plan purg univers,jame gunn,chri pratt vin diesel bradley cooper zoe saldana
340,Blade Runner 2049,action drama mysteri,young blade runner ks discoveri longburi secret lead track blade runner rick deckard who miss thirti year,deni villeneuv,harrison ford ryan gosl ana arma dave bautista
341,Her,drama romanc scifi,near futur lone writer develop unlik relationship oper design meet need,spike jonz,joaquin phoenix ami adam scarlett johansson rooney mara
342,Bohemian Rhapsody,biographi drama music,stori legendari british rock band queen lead singer freddi mercuri lead famou perform live aid,bryan singer,rami malek luci boynton gwilym lee ben hardi
343,The Revenant,action adventur drama,frontiersman fur trade expedit s fight surviv maul bear left dead member hunt team,alejandro g iñárritu,leonardo dicaprio tom hardi poulter domhnal gleeson
344,The Perks of Being a Wallflower,drama romanc,introvert freshman taken wing senior welcom real world,stephen chboski,logan lerman emma watson ezra miller paul rudd
345,Tropa de Elite 2: O Inimigo Agora é Outro,action crime drama,prison riot formercaptain nascimento high rank secur offic rio janeiro swept bloodi polit disput involv govern offici paramilitari group,josé padilha,wagner moura irandhir santo andré ramiro milhem cortaz
346,The King's Speech,biographi drama histori,stori king georg vi impromptu ascens throne british empir speech therapist help unsur monarch overcom stammer,tom hooper,colin firth geoffrey rush helena bonham carter derek jacobi
347,The Help,drama,aspir author civil right movement s decid write book detail african american maid point view white famili work hardship daili basi,tate taylor,emma stone viola davi octavia spencer bryce dalla howard
348,Deadpool,action adventur comedi,wisecrack mercenari get experi immort ugli set track man ruin look,tim miller,ryan reynold morena baccarin tj miller ed skrein
349,Darbareye Elly,drama mysteri,mysteri disappear kindergarten teacher picnic north iran follow seri misadventur fellow travel,asghar farhadi,golshifteh farahani shahab hosseini taraneh alidoosti merila zarei
350,Dev.D,drama romanc,break childhood sweetheart young man find solac drug teenag girl caught world prostitut destroy redempt,anurag kashyap,abhay deol mahi gill kalki koechlin dibyendu bhattacharya
351,Yip Man,action biographi drama,japanes invas china wealthi martial artist forc leav home citi occupi littl mean provid ip man remain member citi way surviv,wilson yip,donni yen simon yam siuwong fan ka tung lam
352,My Name Is Khan,drama,indian muslim man asperg syndrom take challeng speak presid unit state serious embark crosscountri journey,karan johar,shah rukh khan kajol sheetal menon kati kean
353,Nefes: Vatan Sagolsun,action drama thriller,stori man turkish task forc defend relay station,levent semerci,erdem mete horozoglu ilker kizmaz bari bagci
354,Slumdog Millionaire,drama romanc,mumbai teenag reflect life accus cheat indian version want millionair,danni boyl,loveleen tandan dev patel freida pinto saurabh shukla
355,Black Swan,drama thriller,commit dancer struggl maintain saniti win lead role product tchaikovski swan lake,darren aronofski,natali portman mila kuni vincent cassel winona ryder
356,Tropa de Elite,action crime drama,rio janeiro captain nascimento substitut posit tri drug dealer crimin pope visit,josé padilha,wagner moura andré ramiro caio junqueira milhem cortaz
357,The Avengers,action adventur scifi,earth mightiest hero come learn fight team go stop mischiev loki alien armi enslav human,joss whedon,robert downey jr chri evan scarlett johansson jeremi renner
358,Persepolis,anim biographi drama,precoci outspoken iranian girl grow islam revolut,vincent paronnaud,marjan satrapi chiara mastroianni catherin deneuv gena rowland
359,Dallas Buyers Club,biographi drama,dalla electrician hustler ron woodroof work help aid patient medic need diagnos diseas,jeanmarc vallé,matthew mcconaughey jennif garner jare leto steve zahn
360,The Pursuit of Happyness,biographi drama,struggl salesman take custodi son he pois begin lifechang profession career,gabriel muccino,smith thandi newton jaden smith brian howe
361,Blood Diamond,adventur drama thriller,fisherman smuggler syndic businessmen match wit possess priceless diamond,edward zwick,leonardo dicaprio djimon hounsou jennif connelli kagiso kuyper
362,The Bourne Ultimatum,action mysteri thriller,jason bourn dodg ruthless cia offici agent new assassin program search origin life train killer,paul greengrass,matt damon edgar ramírez joan allen julia stile
363,Bin-jip,crime drama romanc,transient young man break home partak vacat resid live day,kiduk kim,seungyun lee hee jae hyukho kwon jinmo joo
364,Sin City,crime thriller,movi explor dark miser town basin citi tell stori differ peopl caught violent corrupt,frank miller,quentin tarantino robert rodriguez mickey rourk clive owen
365,Le scaphandre et le papillon,biographi drama,true stori ell editor jeandominiqu baubi suffer stroke live total paralyz bodi left eye isnt paralyz,julian schnabel,laura obiol mathieu amalr emmanuel seigner mariejosé croze
366,G.O.R.A.,adventur comedi scifi,slick young turk kidnap extraterrestri show great humanitarian spirit outwit evil commanderinchief planet gora,ömer faruk sorak,cem yilmaz özge özberk ozan güven safak sezer
367,Ratatouille,anim adventur comedi,rat cook make unusu allianc young kitchen worker famou restaur,brad bird,jan pinkava brad garrett lou romano patton oswalt
368,Casino Royale,action adventur thriller,earn statu licenc kill secret agent jame bond set mission bond defeat privat banker fund terrorist highstak game poker casino royal montenegro,martin campbel,daniel craig eva green judi dench jeffrey wright
369,Kill Bill: Vol. 2,action crime thriller,bride continu quest vengeanc boss lover reclus bouncer budd treacher oneey ell,quentin tarantino,uma thurman david carradin michael madsen daryl hannah
370,Vozvrashchenie,drama,russian wilder brother face rang new conflict emot father man know singl photograph resurfac,andrey zvyagintsev,vladimir garin ivan dobronravov konstantin lavronenko nataliya vdovina
371,Bom Yeoareum Gaeul Gyeoul Geurigo Bom,drama romanc,boy rais buddhist monk isol float templ year pass like season,kiduk kim,kiduk kim yeongsu oh jongho kim kim youngmin
372,Mar adentro,biographi drama,factual stori spaniard ramon sampedro fought thirtyyear campaign favor euthanasia right die,alejandro amenábar,javier bardem belén rueda lola dueña mabel rivera
373,Cinderella Man,biographi drama histori,stori jame j braddock supposedli washedup boxer came champion inspir s,ron howard,russel crow rené zellweg craig bierko paul giamatti
374,Kal Ho Naa Ho,comedi drama music,naina introvert perpetu depress girl life chang meet aman aman secret chang live forev embroil rohit naina best friend conceal love,nikkhil advani,preiti zinta shah rukh khan saif ali khan jaya bachchan
375,Mou gaan dou,action crime drama,stori mole polic depart undercov cop object mole cop,andrew lau,alan mak andi lau toni chiuwai leung anthoni chausang wong
376,Pirates of the Caribbean: The Curse of the Black Pearl,action adventur fantasi,blacksmith turner team eccentr pirat captain jack sparrow save love governor daughter jack pirat alli undead,gore verbinski,johnni depp geoffrey rush orlando bloom keira knightley
377,Big Fish,adventur drama fantasi,frustrat son tri determin fact fiction die father life,tim burton,ewan mcgregor albert finney billi crudup jessica lang
378,The Incredibles,anim action adventur,famili undercov superhero tri live quiet suburban life forc action save world,brad bird,craig t nelson samuel l jackson holli hunter jason lee
379,Yeopgijeogin geunyeo,comedi drama romanc,young man see drunk cute woman stand close track metro station seoul pull end get troubl repeatedli start train,jaeyoung kwak,taehyun cha jun jihyun inmun kim song woksuk
380,Dogville,crime drama,woman run mob reluctantli accept small colorado commun exchang labor search visit town find support price,lar von trier,nicol kidman paul bettani lauren bacal harriet andersson
381,Vizontele,comedi drama,live resid small anatolian villag chang televis introduc,yilmaz erdogan,ömer faruk sorak yilmaz erdogan demet akbag altan erkekli
382,Donnie Darko,drama mysteri scifi,narrowli escap bizarr accid troubl teenag plagu vision man larg rabbit suit manipul commit seri crime,richard kelli,jake gyllenha jena malon mari mcdonnel holm osborn
383,Magnolia,drama,epic mosaic interrel charact search love forgiv mean san fernando valley,paul thoma anderson,tom cruis jason robard juliann moor philip seymour hoffman
384,Dancer in the Dark,crime drama music,east european girl travel unit state young son expect like hollywood film,lar von trier,björk catherin deneuv david mors peter stormar
385,The Straight Story,biographi drama,old man make long journey lawnmow mend relationship ill brother,david lynch,richard farnsworth sissi spacek jane galloway heitz joseph carpent
386,Pâfekuto burû,anim crime mysteri,pop singer give career actress slowli goe insan start stalk obsess fan ghost past,satoshi kon,junko iwao rica matsumoto shinpachi tsuji masaaki ôkura
387,Festen,drama,helg th birthday parti unpleas famili truth reveal,thoma vinterberg,ulrich thomsen hen moritzen thoma bo larsen paprika steen
388,Central do Brasil,drama,emot journey school teacher write letter illiter peopl young boy mother just die search father knew,walter sall,fernanda montenegro viníciu oliveira marília pêra soia lira
389,The Iron Giant,anim action adventur,young boy befriend giant robot outer space paranoid govern agent want destroy,brad bird,eli marienth harri connick jr jennif aniston vin diesel
390,Knockin' on Heaven's Door,action crime comedi,termin ill patient escap hospit steal car rush sea,thoma jahn,til schweiger jan josef liefer thierri van wervek moritz bleibtreu
391,Sling Blade,drama,karl childer simpl man hospit childhood murder mother lover releas start new life small town,billi bob thornton,billi bob thornton dwight yoakam jt walsh john ritter
392,Secrets & Lies,comedi drama,follow death adopt parent success young black optometrist establish contact biolog mother lone white factori worker live poverti east london,mike leigh,timothi spall brenda blethyn phylli logan clair rushbrook
393,Twelve Monkeys,mysteri scifi thriller,futur world devast diseas convict sent time gather inform manmad viru wipe human popul planet,terri gilliam,bruce willi madelein stow brad pitt joseph melito
394,Kôkaku Kidôtai,anim action crime,cyborg policewoman partner hunt mysteri power hacker call puppet master,mamoru oshii,atsuko tanaka iemasa kayumi akio ôtsuka kôichi yamadera
395,The Nightmare Before Christmas,anim famili fantasi,jack skellington king halloween town discov christma town attempt bring christma home caus confus,henri selick,danni elfman chri sarandon catherin ohara william hickey
396,Groundhog Day,comedi fantasi romanc,weatherman find inexplic live day,harold rami,murray andi macdowel chri elliott stephen tobolowski
397,Bound by Honor,crime drama,base true life experi poet jimmi santiago baca film focus stepbroth paco cruz biraci cousin miklo,taylor hackford,damian chapa jess borrego benjamin bratt enriqu castillo
398,Scent of a Woman,drama,prep school student need money agre babysit blind man job anticip,martin brest,al pacino chri odonnel jame rebhorn gabriel anwar
399,Aladdin,anim adventur comedi,kindheart street urchin powerhungri grand vizier vie magic lamp power make deepest wish come true,ron clement,john musker scott weinger robin william linda larkin
400,JFK,drama histori thriller,new orlean district attorney jim garrison discov there kennedi assassin offici stori,oliv stone,kevin costner gari oldman jack lemmon walter matthau
401,Beauty and the Beast,anim famili fantasi,princ curs spend day hideou monster set regain human earn young woman love,gari trousdal,kirk wise paig ohara robbi benson jess corti
402,Dances with Wolves,adventur drama western,lieuten john dunbar assign remot western civil war outpost befriend wolv indian make intoler aberr militari,kevin costner,kevin costner mari mcdonnel graham green rodney grant
403,Do the Right Thing,comedi drama,hottest day year street bedfordstuyves section brooklyn everyon hate bigotri smolder build explod violenc,spike lee,danni aiello ossi davi rubi dee richard edson
404,Rain Man,drama,selfish yuppi charli babbitt father left fortun savant brother raymond pittanc charli travel crosscountri,barri levinson,dustin hoffman tom cruis valeria golino gerald r molen
405,Akira,anim action scifi,secret militari project endang neotokyo turn biker gang member rampag psychic psychopath stop teenag group psychic,katsuhiro ôtomo,mitsuo iwata nozomu sasaki mami koyama tesshô genda
406,The Princess Bride,adventur famili fantasi,home sick bed young boy grandfath read stori farmboyturnedpir encount numer obstacl enemi alli quest reunit true love,rob reiner,cari elw mandi patinkin robin wright chri sarandon
407,Der Himmel über Berlin,drama fantasi romanc,angel tire overse human activ wish human fall love mortal,wim wender,bruno ganz solveig dommartin otto sander curt boi
408,Au revoir les enfants,drama war,french board school run priest haven world war ii new student arriv roommat student class rival roommat form bond share secret,loui mall,gaspard maness raphael fejtö francin racett stanisla carré malberg
409,Tenkû no shiro Rapyuta,anim adventur drama,young boy girl magic crystal race pirat foreign agent search legendari float castl,hayao miyazaki,mayumi tanaka keiko yokozawa koto hatsui minori terada
410,The Terminator,action scifi,human soldier sent stop indestruct cyborg kill machin sent year program execut young woman unborn son key human futur salvat,jame cameron,arnold schwarzenegg linda hamilton michael biehn paul winfield
411,Gandhi,biographi drama histori,life lawyer fame leader indian revolt british rule philosophi nonviol protest,richard attenborough,ben kingsley john gielgud rohini hattangadi roshan seth
412,Kagemusha,drama histori war,petti thief utter resembl samurai warlord hire lord doubl warlord later die thief forc arm place,akira kurosawa,tatsuya nakadai tsutomu yamazaki kenichi hagiwara jinpachi nezu
413,Being There,comedi drama,simplemind shelter garden unlik trust advisor power businessman insid washington polit,hal ashbi,peter seller shirley maclain melvyn dougla jack warden
414,Annie Hall,comedi romanc,neurot new york comedian alvi singer fall love ditzi anni hall,woodi allen,woodi allen dian keaton toni robert carol kane
415,Jaws,adventur thriller,killer shark unleash chao beach commun local sheriff marin biologist old seafar hunt beast,steven spielberg,roy scheider robert shaw richard dreyfuss lorrain gari
416,Dog Day Afternoon,biographi crime drama,amateur bank robber plan hold bank nice simpl robberi walk money run unfortun supposedli uncompl heist suddenli bizarr nightmar wrong doe,sidney lumet,al pacino john cazal penelop allen sulli boyar
417,Young Frankenstein,comedi,american grandson infam scientist struggl prove grandfath insan peopl believ invit transylvania discov process reanim dead bodi,mel brook,gene wilder madelin kahn marti feldman peter boyl
418,Papillon,biographi crime drama,man befriend fellow crimin begin serv sentenc dread prison island inspir man plot escap,franklin j schaffner,steve mcqueen dustin hoffman victor jori don gordon
419,The Exorcist,horror,yearold girl possess mysteri entiti mother seek help priest save,william friedkin,ellen burstyn max von sydow linda blair lee j cobb
420,Sleuth,mysteri thriller,man love game theater invit wife lover meet set battl wit potenti deadli result,joseph l mankiewicz,laurenc olivi michael cain alec cawthorn john matthew
421,The Last Picture Show,drama romanc,group high schooler come age bleak isol atrophi north texa town slowli die cultur econom,peter bogdanovich,timothi bottom jeff bridg cybil shepherd ben johnson
422,Fiddler on the Roof,drama famili music,prerevolutionari russia jewish peasant contend marri daughter grow antisemit sentiment threaten villag,norman jewison,topol norma crane leonard frey molli picon
423,Il conformista,drama,weakwil italian man fascist flunki goe abroad arrang assassin old teacher polit dissid,bernardo bertolucci,jeanloui trintign stefania sandrelli gaston moschin enzo tarascio
424,Butch Cassidy and the Sundance Kid,biographi crime drama,wyom earli s butch cassidi sundanc kid leader band outlaw train robberi goe wrong run poss hard heel solut escap bolivia,georg roy hill,paul newman robert redford katharin ross strother martin
425,Rosemary's Baby,drama horror,young coupl tri babi fanci apart surround peculiar neighbor,roman polanski,mia farrow john cassavet ruth gordon sidney blackmer
426,Planet of the Apes,adventur scifi,astronaut crew crashland planet distant futur intellig talk ape domin speci human oppress enslav,franklin j schaffner,charlton heston roddi mcdowal kim hunter mauric evan
427,The Graduate,comedi drama romanc,disillus colleg graduat find torn older lover daughter,mike nichol,dustin hoffman ann bancroft katharin ross william daniel
428,Who's Afraid of Virginia Woolf?,drama,bitter age coupl help alcohol use young houseguest fuel anguish emot pain cours distress night,mike nichol,elizabeth taylor richard burton georg segal sandi denni
429,The Sound of Music,biographi drama famili,woman leav austrian convent gover children naval offic widow,robert wise,juli andrew christoph plummer eleanor parker richard haydn
